condicion_ocupacion,sexo,edad,nivel_educativo_cod,Lengua,Etnia,Concentracion,Socializar,Experiencia,Movilidad
DESOCUPADO,1,16,5,10,7,2,2,2,2
DESOCUPADO,2,79,3,10,9,2,2,1,2
DESOCUPADO,2,65,9,10,7,2,2,1,2
DESOCUPADO,2,38,6,10,7,2,2,1,2
DESOCUPADO,1,22,6,10,7,2,2,1,2
DESOCUPADO,1,19,6,10,7,2,2,1,2
DESOCUPADO,1,58,6,10,7,2,2,1,2
DESOCUPADO,1,65,10,10,7,2,2,1,2
DESOCUPADO,2,14,5,10,7,2,2,2,2
DESOCUPADO,1,71,6,10,1,2,2,1,2
DESOCUPADO,2,66,3,10,1,2,2,1,2
DESOCUPADO,2,47,6,10,7,2,2,1,2
DESOCUPADO,1,41,6,10,7,2,2,1,2
DESOCUPADO,2,30,6,10,7,2,2,1,2
DESOCUPADO,2,30,6,10,7,2,2,1,2
DESOCUPADO,2,81,6,10,7,2,2,1,2
DESOCUPADO,2,77,6,10,7,2,2,1,2
DESOCUPADO,1,51,12,10,7,2,2,1,1
DESOCUPADO,2,51,6,10,7,2,2,1,2
DESOCUPADO,2,21,10,10,7,2,2,2,2
DESOCUPADO,1,45,6,10,7,2,2,1,2
DESOCUPADO,2,42,6,10,7,2,2,1,2
DESOCUPADO,1,20,10,10,7,2,2,1,2
OCUPADO,1,28,11,10,1,2,2,1,2
DESOCUPADO,2,27,6,10,7,2,2,1,2
DESOCUPADO,1,22,6,10,7,2,2,1,2
DESOCUPADO,2,20,6,10,7,2,2,1,2
DESOCUPADO,1,52,6,10,7,2,2,1,2
DESOCUPADO,2,42,3,1,1,2,2,1,2
DESOCUPADO,2,18,10,10,7,2,2,2,2
DESOCUPADO,2,13,5,10,7,2,2,2,2
DESOCUPADO,2,59,9,10,7,2,2,1,2
DESOCUPADO,2,30,9,10,7,2,2,1,2
DESOCUPADO,1,52,6,10,7,2,2,1,2
OCUPADO,2,54,10,10,7,2,2,1,2
OCUPADO,2,30,11,10,7,2,2,1,2
OCUPADO,1,34,11,10,7,2,2,1,2
DESOCUPADO,2,33,6,10,7,2,2,1,2
OCUPADO,1,39,4,10,9,2,2,1,2
DESOCUPADO,2,41,6,10,8,2,2,1,2
DESOCUPADO,1,17,6,10,6,2,2,1,2
DESOCUPADO,1,13,5,10,7,2,2,2,2
DESOCUPADO,1,70,6,10,7,2,2,1,2
OCUPADO,1,45,6,1,1,2,2,1,2
DESOCUPADO,2,43,5,1,1,2,2,1,2
OCUPADO,2,25,9,10,7,2,2,1,2
OCUPADO,2,21,9,10,7,2,2,1,2
DESOCUPADO,2,15,5,10,9,2,2,1,2
DESOCUPADO,1,65,6,10,7,2,2,1,2
DESOCUPADO,2,60,3,10,7,2,2,2,2
OCUPADO,1,56,6,10,7,2,2,1,2
DESOCUPADO,2,62,6,10,7,2,2,1,2
DESOCUPADO,2,26,6,10,7,2,2,1,2
OCUPADO,2,21,10,10,7,2,2,1,2
DESOCUPADO,1,70,6,10,7,2,2,1,2
OCUPADO,1,40,6,10,7,2,2,1,2
OCUPADO,2,35,6,10,7,2,2,1,2
DESOCUPADO,2,15,5,10,7,2,2,2,2
DESOCUPADO,2,13,5,10,7,2,2,2,2
OCUPADO,1,36,11,10,7,2,2,1,2
OCUPADO,2,32,11,10,6,2,2,2,2
OCUPADO,2,50,6,10,8,2,2,1,2
DESOCUPADO,2,29,6,10,7,2,2,1,2
DESOCUPADO,2,67,6,10,7,2,2,1,2
OCUPADO,1,57,6,10,7,2,2,1,2
DESOCUPADO,1,37,6,10,7,2,2,1,2
OCUPADO,2,31,6,10,6,2,2,1,2
DESOCUPADO,2,52,4,1,1,2,2,1,2
DESOCUPADO,2,24,6,10,7,2,2,1,2
DESOCUPADO,1,22,6,10,7,2,2,1,2
OCUPADO,1,31,8,10,9,2,2,1,2
OCUPADO,1,45,6,10,7,2,2,1,2
OCUPADO,2,36,6,10,5,2,2,1,2
DESOCUPADO,2,72,6,10,7,2,2,1,2
OCUPADO,1,34,9,10,7,2,2,2,2
OCUPADO,2,32,9,10,7,2,2,1,2
OCUPADO,2,39,6,10,7,2,2,1,2
OCUPADO,1,23,9,10,7,2,2,1,2
DESOCUPADO,2,18,6,10,7,2,2,1,2
OCUPADO,1,16,5,10,9,2,2,1,2
DESOCUPADO,1,14,5,10,9,2,2,2,2
OCUPADO,2,20,6,10,9,2,2,1,2
OCUPADO,1,42,6,10,7,2,2,1,2
DESOCUPADO,1,41,5,10,9,2,2,1,2
DESOCUPADO,2,39,8,10,9,2,2,1,2
OCUPADO,2,14,5,10,7,2,2,1,2
DESOCUPADO,1,44,6,10,7,2,2,1,2
DESOCUPADO,2,44,12,10,7,2,2,1,2
DESOCUPADO,2,92,6,10,7,2,2,1,2
DESOCUPADO,2,71,6,10,7,2,2,1,2
DESOCUPADO,1,71,9,10,9,2,2,1,2
DESOCUPADO,2,92,6,10,7,2,2,1,2
DESOCUPADO,1,53,6,10,6,2,1,1,2
DESOCUPADO,1,88,5,10,7,2,2,1,2
OCUPADO,2,71,3,1,1,2,2,1,2
DESOCUPADO,1,41,6,10,7,2,2,1,2
DESOCUPADO,2,43,6,10,7,2,2,1,2
OCUPADO,2,23,9,10,7,2,2,1,2
DESOCUPADO,2,25,9,10,7,2,2,1,2
OCUPADO,2,25,6,10,7,2,2,1,2
DESOCUPADO,1,63,6,10,7,2,2,1,2
DESOCUPADO,2,49,6,10,7,2,2,1,2
DESOCUPADO,2,18,6,10,7,2,2,1,2
DESOCUPADO,1,48,6,10,7,2,2,1,2
OCUPADO,2,25,10,10,7,2,2,1,2
DESOCUPADO,1,22,10,10,7,2,2,1,2
DESOCUPADO,1,52,6,10,7,2,2,1,2
OCUPADO,2,20,8,10,7,2,2,1,2
DESOCUPADO,2,51,5,10,7,2,2,1,2
DESOCUPADO,1,56,6,10,7,2,2,1,2
OCUPADO,2,24,6,10,7,2,2,1,2
DESOCUPADO,2,69,6,10,7,2,2,1,2
DESOCUPADO,1,30,6,10,7,2,2,1,2
DESOCUPADO,1,33,6,10,7,2,2,1,2
DESOCUPADO,1,28,6,10,7,2,2,1,2
DESOCUPADO,2,31,6,10,7,2,2,1,2
DESOCUPADO,1,14,5,10,7,2,2,2,2
OCUPADO,2,49,5,10,9,2,2,1,2
OCUPADO,1,49,10,10,7,2,2,1,2
OCUPADO,2,22,6,10,7,2,2,1,2
OCUPADO,2,54,6,10,7,2,2,1,2
DESOCUPADO,1,50,6,10,7,2,2,1,2
DESOCUPADO,2,47,5,10,7,2,2,1,2
DESOCUPADO,2,25,6,10,7,2,2,1,2
DESOCUPADO,1,28,6,10,7,2,2,1,2
OCUPADO,1,38,11,10,7,2,2,1,2
OCUPADO,2,38,12,10,7,2,2,1,2
DESOCUPADO,1,70,6,1,7,2,2,1,2
DESOCUPADO,2,70,3,1,7,2,2,1,2
DESOCUPADO,2,46,6,10,7,2,2,1,2
DESOCUPADO,2,14,5,10,7,2,2,2,2
DESOCUPADO,2,43,6,10,7,2,2,1,2
DESOCUPADO,2,20,10,10,7,2,2,1,2
OCUPADO,1,74,5,10,7,2,2,1,2
OCUPADO,2,64,6,10,6,2,2,1,2
DESOCUPADO,2,86,4,10,7,2,2,1,2
DESOCUPADO,1,26,5,10,7,2,2,1,2
OCUPADO,2,28,11,10,5,2,2,1,2
OCUPADO,1,51,6,10,7,2,2,1,2
OCUPADO,2,26,9,10,7,2,2,1,2
OCUPADO,1,22,6,10,7,2,2,1,2
DESOCUPADO,1,48,6,10,7,2,2,1,2
OCUPADO,2,43,9,10,7,2,2,1,2
DESOCUPADO,1,22,6,10,7,2,2,1,2
DESOCUPADO,1,16,6,10,7,2,2,2,2
DESOCUPADO,1,15,5,10,7,2,2,2,2
DESOCUPADO,1,81,6,10,7,2,2,1,2
DESOCUPADO,2,49,6,10,7,2,2,1,2
DESOCUPADO,1,34,6,10,7,2,2,1,2
OCUPADO,2,30,5,1,1,2,2,1,2
DESOCUPADO,2,39,6,10,7,2,2,1,2
DESOCUPADO,1,39,6,10,7,2,2,1,2
DESOCUPADO,1,16,5,10,7,2,2,2,2
DESOCUPADO,1,65,6,10,7,2,2,1,2
OCUPADO,2,33,9,10,7,2,2,1,2
DESOCUPADO,1,13,5,10,7,2,2,2,2
DESOCUPADO,2,31,9,10,7,2,1,1,2
DESOCUPADO,2,15,5,10,7,2,2,2,2
OCUPADO,1,57,4,10,7,2,2,1,2
DESOCUPADO,2,55,5,10,7,2,2,1,2
DESOCUPADO,1,29,6,10,7,2,2,1,2
DESOCUPADO,2,42,5,10,7,2,2,1,2
OCUPADO,1,49,4,10,7,2,2,1,2
OCUPADO,1,23,6,10,7,2,2,1,2
DESOCUPADO,1,14,5,10,7,2,2,1,2
DESOCUPADO,1,45,6,10,8,2,2,1,2
DESOCUPADO,2,78,6,10,7,2,2,1,2
DESOCUPADO,2,38,6,10,7,2,2,1,2
OCUPADO,2,17,10,10,7,2,2,1,2
DESOCUPADO,1,14,5,10,7,2,2,2,2
DESOCUPADO,2,67,9,10,7,2,2,1,2
OCUPADO,2,29,11,10,7,2,2,1,2
DESOCUPADO,2,96,6,10,7,2,2,1,2
DESOCUPADO,2,54,6,10,7,2,2,1,2
OCUPADO,1,26,10,10,7,2,2,1,2
DESOCUPADO,1,19,6,10,7,2,2,1,2
DESOCUPADO,2,22,6,10,7,2,2,1,2
DESOCUPADO,1,40,6,10,7,2,2,1,2
OCUPADO,2,37,3,1,7,2,2,1,2
OCUPADO,2,16,5,10,7,2,2,1,2
DESOCUPADO,2,13,5,10,7,2,2,2,2
DESOCUPADO,1,18,6,10,7,2,2,1,2
OCUPADO,1,70,3,10,5,2,2,1,2
DESOCUPADO,2,63,3,10,7,2,2,1,2
OCUPADO,1,41,6,10,7,2,2,1,2
DESOCUPADO,2,44,6,10,7,2,2,1,2
DESOCUPADO,1,45,6,10,7,2,2,1,2
DESOCUPADO,2,41,6,10,7,2,2,1,2
DESOCUPADO,1,40,6,10,7,2,2,1,2
DESOCUPADO,2,40,9,10,7,2,2,1,2
DESOCUPADO,1,62,6,10,7,2,2,1,2
DESOCUPADO,2,57,4,1,1,2,2,1,2
DESOCUPADO,1,36,6,10,7,2,2,1,2
OCUPADO,1,31,10,10,7,2,2,1,2
OCUPADO,1,63,6,10,7,2,2,1,2
DESOCUPADO,2,55,6,10,7,2,2,1,2
DESOCUPADO,1,24,6,10,7,2,2,1,2
DESOCUPADO,1,38,6,10,7,2,2,1,2
DESOCUPADO,2,40,6,10,8,2,2,1,2
DESOCUPADO,1,19,5,10,7,2,2,1,2
DESOCUPADO,1,17,6,10,7,2,2,1,2
DESOCUPADO,1,58,6,10,7,2,2,1,2
OCUPADO,2,59,11,10,7,2,2,1,2
DESOCUPADO,1,26,6,10,7,2,2,1,2
OCUPADO,1,24,10,10,7,2,2,2,2
DESOCUPADO,1,79,6,1,1,2,2,1,2
DESOCUPADO,1,29,6,10,7,2,2,1,2
DESOCUPADO,1,38,6,10,7,2,2,1,2
OCUPADO,2,59,6,10,7,2,2,1,2
DESOCUPADO,1,35,6,10,7,2,2,1,2
OCUPADO,2,32,8,10,7,2,2,1,2
DESOCUPADO,2,64,6,10,7,2,2,1,2
DESOCUPADO,2,32,10,10,7,2,2,1,2
DESOCUPADO,1,67,6,10,5,2,2,1,2
DESOCUPADO,2,67,6,10,7,2,2,1,2
DESOCUPADO,2,44,6,10,7,2,2,1,2
DESOCUPADO,1,50,6,10,7,2,2,1,2
DESOCUPADO,1,19,6,10,7,2,2,1,2
DESOCUPADO,1,16,5,10,7,2,2,2,2
OCUPADO,1,37,9,10,6,2,2,1,2
DESOCUPADO,2,35,9,10,6,2,2,1,2
DESOCUPADO,1,62,6,10,7,2,2,1,2
DESOCUPADO,2,59,6,10,9,2,2,1,2
DESOCUPADO,1,32,6,10,7,2,2,1,2
OCUPADO,1,53,6,10,7,2,2,1,2
OCUPADO,2,40,6,10,7,2,2,2,2
DESOCUPADO,2,21,6,10,7,2,2,1,2
DESOCUPADO,1,16,5,10,7,2,2,2,2
OCUPADO,2,52,11,10,7,2,2,1,2
DESOCUPADO,2,24,6,10,7,2,2,1,2
DESOCUPADO,2,90,6,10,7,2,2,1,2
DESOCUPADO,1,79,6,10,7,2,2,1,2
OCUPADO,1,54,6,10,7,2,2,1,2
DESOCUPADO,1,20,10,10,6,2,2,1,2
DESOCUPADO,2,74,4,10,7,2,2,1,2
DESOCUPADO,2,38,6,10,7,2,2,1,2
DESOCUPADO,1,47,6,10,7,2,2,1,2
OCUPADO,2,47,9,1,1,2,2,1,2
DESOCUPADO,1,14,5,10,7,2,2,1,2
OCUPADO,1,48,9,10,1,2,2,1,2
DESOCUPADO,2,44,6,10,7,2,2,1,2
DESOCUPADO,1,20,6,10,7,2,2,1,2
DESOCUPADO,2,15,5,10,7,2,2,2,2
OCUPADO,2,46,6,10,7,2,2,1,2
OCUPADO,1,54,6,10,7,2,2,1,2
OCUPADO,2,29,9,10,7,2,2,1,2
OCUPADO,1,30,6,10,7,2,2,1,2
DESOCUPADO,2,21,9,10,7,2,2,1,2
OCUPADO,1,21,6,10,7,2,2,1,2
DESOCUPADO,2,32,6,10,7,2,2,1,2
OCUPADO,1,30,11,10,7,2,2,1,2
DESOCUPADO,1,95,11,10,7,2,2,1,2
OCUPADO,1,58,10,10,7,2,2,1,2
DESOCUPADO,2,56,11,10,7,2,2,1,2
OCUPADO,1,60,11,10,7,2,2,1,2
OCUPADO,1,29,12,10,7,2,2,1,2
OCUPADO,1,27,12,10,7,2,2,1,2
DESOCUPADO,1,48,6,10,7,2,2,1,2
DESOCUPADO,2,46,6,10,7,2,2,1,2
DESOCUPADO,1,22,6,10,7,2,2,1,2
DESOCUPADO,1,60,6,10,7,2,2,1,2
DESOCUPADO,2,58,6,10,7,2,2,1,2
OCUPADO,1,30,11,10,7,2,2,1,2
DESOCUPADO,1,26,6,10,7,2,2,1,2
DESOCUPADO,2,20,6,10,7,2,2,1,2
OCUPADO,2,51,11,10,5,2,2,1,2
DESOCUPADO,1,55,6,10,7,2,2,1,2
DESOCUPADO,2,24,6,10,7,2,2,1,2
DESOCUPADO,2,21,6,10,7,2,2,1,2
OCUPADO,2,50,6,10,7,2,2,1,2
DESOCUPADO,1,69,3,1,9,2,2,1,2
DESOCUPADO,2,68,1,1,1,2,2,1,2
DESOCUPADO,2,37,8,10,7,2,2,1,2
DESOCUPADO,2,46,6,10,7,2,2,1,2
OCUPADO,1,25,9,10,5,2,2,1,2
DESOCUPADO,2,17,5,10,7,2,2,2,2
DESOCUPADO,1,55,6,10,7,2,2,1,2
DESOCUPADO,1,47,6,10,7,2,2,1,2
OCUPADO,2,38,10,10,7,2,2,1,2
DESOCUPADO,1,16,5,10,7,2,2,2,2
DESOCUPADO,1,14,5,10,7,2,2,2,2
OCUPADO,1,43,11,10,7,2,2,1,2
OCUPADO,1,59,10,10,7,2,2,2,2
DESOCUPADO,2,68,9,10,7,2,2,1,2
DESOCUPADO,1,45,6,10,7,2,2,1,2
OCUPADO,1,25,10,10,7,2,2,1,2
DESOCUPADO,1,64,6,10,7,2,2,1,2
DESOCUPADO,2,48,6,10,7,2,2,1,2
DESOCUPADO,2,22,6,10,7,2,2,1,2
DESOCUPADO,2,19,6,10,7,2,2,1,2
DESOCUPADO,2,15,5,10,7,2,2,1,2
DESOCUPADO,2,65,5,10,7,2,2,1,2
OCUPADO,1,71,6,10,7,2,2,1,2
DESOCUPADO,1,35,6,10,7,2,2,1,2
DESOCUPADO,1,22,6,10,7,2,2,1,2
DESOCUPADO,2,23,9,10,7,2,2,1,2
DESOCUPADO,1,39,5,10,7,2,2,1,2
DESOCUPADO,2,31,6,10,7,2,2,1,2
DESOCUPADO,2,64,6,10,7,2,2,1,2
OCUPADO,1,35,11,10,7,2,2,1,2
DESOCUPADO,2,28,6,10,7,2,2,1,2
DESOCUPADO,1,18,6,10,7,2,2,1,2
DESOCUPADO,1,49,6,10,7,2,2,1,2
OCUPADO,2,45,6,10,7,2,2,1,2
DESOCUPADO,1,24,6,10,7,2,2,1,2
OCUPADO,1,19,6,10,7,2,2,2,2
DESOCUPADO,2,56,6,10,7,2,2,1,2
DESOCUPADO,1,56,6,10,7,2,2,1,2
DESOCUPADO,1,20,6,10,7,2,2,1,2
DESOCUPADO,2,38,6,10,7,2,2,1,2
OCUPADO,1,38,6,10,7,2,2,1,2
DESOCUPADO,2,14,5,10,7,2,2,2,2
OCUPADO,1,28,6,10,7,2,2,1,2
OCUPADO,2,30,6,10,7,2,2,1,2
OCUPADO,1,65,11,10,7,2,2,1,2
OCUPADO,2,62,6,10,7,2,2,1,2
DESOCUPADO,1,34,6,10,7,2,2,1,2
DESOCUPADO,1,30,6,10,7,2,2,1,2
DESOCUPADO,1,38,6,10,7,2,2,1,2
DESOCUPADO,2,36,9,10,7,2,2,1,2
DESOCUPADO,1,14,5,10,7,2,2,2,2
DESOCUPADO,2,53,6,10,7,2,2,1,2
DESOCUPADO,2,24,6,10,7,2,2,1,2
OCUPADO,2,30,9,10,7,2,2,1,2
OCUPADO,1,32,6,10,7,2,2,1,2
OCUPADO,1,48,12,10,7,2,2,1,2
OCUPADO,2,46,11,10,7,2,2,1,2
OCUPADO,1,41,6,10,7,2,2,1,2
DESOCUPADO,2,40,9,10,7,2,2,1,2
DESOCUPADO,1,14,4,10,7,2,2,2,2
OCUPADO,1,44,6,10,7,2,2,1,2
DESOCUPADO,2,49,8,10,7,2,2,1,2
DESOCUPADO,1,24,6,10,7,2,2,1,2
DESOCUPADO,1,58,6,10,6,2,2,1,2
OCUPADO,2,58,6,10,7,2,2,1,2
DESOCUPADO,1,15,5,10,7,2,2,2,2
DESOCUPADO,2,50,6,10,7,2,2,1,2
DESOCUPADO,1,33,6,10,7,2,2,1,2
DESOCUPADO,1,26,6,10,7,2,2,1,2
DESOCUPADO,2,19,6,10,6,2,2,2,2
OCUPADO,1,49,6,10,7,2,2,1,2
OCUPADO,2,41,11,10,7,2,2,1,2
OCUPADO,2,43,4,10,7,2,2,1,2
OCUPADO,2,23,9,10,7,2,2,1,2
OCUPADO,1,21,6,10,7,2,2,1,2
OCUPADO,2,40,6,10,7,2,2,1,2
OCUPADO,1,46,6,10,7,2,2,1,2
DESOCUPADO,2,20,10,10,7,2,2,1,2
DESOCUPADO,1,17,6,10,7,2,2,2,2
DESOCUPADO,1,67,6,10,7,2,2,1,2
DESOCUPADO,2,61,11,10,7,2,2,1,2
DESOCUPADO,2,32,11,10,7,2,2,1,2
OCUPADO,1,30,6,10,7,2,2,1,2
DESOCUPADO,2,21,11,10,7,2,2,2,2
DESOCUPADO,1,50,6,10,7,2,2,1,2
OCUPADO,1,66,9,10,7,2,2,1,2
DESOCUPADO,1,51,6,10,7,2,2,1,2
DESOCUPADO,2,48,9,10,7,2,2,1,2
DESOCUPADO,1,21,6,10,7,2,2,1,2
DESOCUPADO,1,63,9,10,7,2,2,1,2
DESOCUPADO,2,71,6,10,9,2,2,2,2
DESOCUPADO,2,38,6,10,7,2,2,1,2
DESOCUPADO,1,66,6,10,7,2,2,1,2
OCUPADO,2,28,11,10,7,2,2,2,2
DESOCUPADO,2,15,5,10,7,2,2,2,2
DESOCUPADO,1,33,6,10,7,2,2,1,2
DESOCUPADO,2,80,1,1,1,2,2,1,2
OCUPADO,1,51,9,1,1,2,2,1,2
OCUPADO,1,55,3,1,1,2,2,1,2
DESOCUPADO,1,54,6,10,7,2,2,1,2
OCUPADO,2,45,6,10,7,2,2,1,2
DESOCUPADO,1,21,5,10,7,2,2,1,2
DESOCUPADO,1,18,6,10,7,2,2,1,2
DESOCUPADO,1,73,9,10,7,2,2,1,2
DESOCUPADO,2,62,6,10,7,2,2,1,2
OCUPADO,2,61,6,10,7,2,2,1,2
OCUPADO,1,71,4,10,7,2,2,1,2
DESOCUPADO,1,56,6,10,7,2,2,1,2
OCUPADO,1,66,6,10,7,2,2,1,2
DESOCUPADO,1,66,1,10,9,2,2,1,2
DESOCUPADO,1,91,11,10,7,2,2,1,2
DESOCUPADO,2,86,6,10,7,2,2,1,2
DESOCUPADO,1,48,6,10,7,2,2,1,2
DESOCUPADO,2,45,6,10,7,2,2,1,2
OCUPADO,2,55,9,10,7,2,2,1,2
OCUPADO,1,33,11,10,7,2,2,1,2
DESOCUPADO,2,23,10,10,7,2,2,1,2
DESOCUPADO,2,54,6,10,7,2,2,1,2
DESOCUPADO,1,22,6,10,9,2,2,1,2
DESOCUPADO,1,15,5,10,9,2,2,1,2
DESOCUPADO,1,27,6,10,7,2,2,1,2
DESOCUPADO,1,30,6,10,7,2,2,1,2
OCUPADO,2,28,6,10,7,2,2,1,2
DESOCUPADO,1,20,6,10,7,2,2,1,2
DESOCUPADO,1,54,6,10,7,2,2,1,2
OCUPADO,2,50,3,1,1,2,2,1,2
DESOCUPADO,1,26,6,10,7,2,2,1,2
DESOCUPADO,2,25,9,1,7,2,2,1,2
OCUPADO,2,39,12,10,7,2,2,1,2
DESOCUPADO,2,49,6,10,7,2,2,1,2
DESOCUPADO,1,54,6,10,7,2,2,1,2
OCUPADO,1,25,6,10,7,2,2,1,2
DESOCUPADO,1,20,6,10,7,2,2,1,2
DESOCUPADO,2,14,5,10,7,2,2,2,2
OCUPADO,2,48,8,10,7,2,2,1,2
DESOCUPADO,1,51,6,10,7,2,2,1,2
DESOCUPADO,1,23,6,10,7,2,2,1,2
DESOCUPADO,1,14,5,10,7,2,2,2,2
DESOCUPADO,2,68,4,10,1,2,2,1,2
OCUPADO,2,42,6,10,7,2,2,1,2
OCUPADO,2,39,6,10,7,2,2,1,2
OCUPADO,1,48,6,10,7,2,2,1,2
DESOCUPADO,1,64,6,10,7,2,2,1,2
DESOCUPADO,2,58,6,10,6,2,2,1,2
DESOCUPADO,2,30,6,10,7,2,2,1,2
OCUPADO,1,22,9,10,7,2,2,1,2
DESOCUPADO,2,18,8,10,7,2,2,1,2
DESOCUPADO,1,16,5,10,7,2,2,1,2
DESOCUPADO,1,31,6,10,7,2,2,1,2
OCUPADO,2,36,9,10,7,2,2,1,2
DESOCUPADO,2,15,5,10,7,2,2,2,2
DESOCUPADO,1,63,6,10,7,2,2,1,2
DESOCUPADO,2,64,6,10,7,2,2,1,2
DESOCUPADO,1,43,6,10,7,2,2,1,2
OCUPADO,2,31,10,10,7,2,2,1,2
OCUPADO,1,19,10,10,7,2,2,2,2
DESOCUPADO,1,37,6,10,7,2,2,1,2
DESOCUPADO,2,33,4,10,7,2,2,1,2
DESOCUPADO,1,38,6,10,7,2,2,1,2
OCUPADO,1,29,6,10,7,2,2,1,2
OCUPADO,2,64,6,10,7,2,2,1,2
DESOCUPADO,1,54,5,10,9,2,2,1,1
DESOCUPADO,2,53,6,10,7,2,2,1,2
OCUPADO,1,42,10,10,7,2,2,1,2
OCUPADO,2,41,10,10,7,2,2,1,2
DESOCUPADO,1,20,10,10,7,2,2,2,2
DESOCUPADO,2,19,10,10,7,2,2,2,2
DESOCUPADO,1,64,6,10,7,2,2,1,2
DESOCUPADO,2,65,6,10,7,2,2,1,2
OCUPADO,1,35,6,10,7,2,2,1,2
OCUPADO,2,42,6,10,7,2,2,1,2
DESOCUPADO,1,44,6,10,7,2,2,1,2
DESOCUPADO,1,14,5,10,7,2,2,1,2
DESOCUPADO,1,64,6,10,7,2,2,1,2
DESOCUPADO,2,51,6,10,7,2,2,1,2
DESOCUPADO,1,27,6,10,7,2,2,1,2
DESOCUPADO,1,25,6,10,7,2,2,1,2
OCUPADO,1,45,6,10,9,2,2,1,2
OCUPADO,1,76,6,1,1,2,2,1,2
DESOCUPADO,2,69,6,10,7,2,2,1,2
DESOCUPADO,1,42,6,10,7,2,2,1,2
DESOCUPADO,2,38,6,10,7,2,2,1,2
DESOCUPADO,1,32,6,10,7,2,2,1,2
DESOCUPADO,1,68,5,10,7,2,2,1,2
DESOCUPADO,1,47,6,10,7,2,2,1,2
OCUPADO,1,40,6,10,6,2,2,1,2
OCUPADO,2,46,9,10,7,2,2,1,2
DESOCUPADO,2,17,5,10,7,2,2,1,2
OCUPADO,1,37,6,1,1,2,2,1,2
DESOCUPADO,2,36,6,1,1,2,2,1,2
DESOCUPADO,1,15,5,10,1,2,2,1,2
OCUPADO,1,53,6,10,7,2,2,1,2
DESOCUPADO,2,47,6,10,7,2,2,1,2
DESOCUPADO,1,27,6,10,7,2,2,1,2
DESOCUPADO,2,20,6,10,7,2,2,1,2
DESOCUPADO,1,74,6,10,9,2,2,1,2
DESOCUPADO,2,71,6,10,7,2,2,1,2
DESOCUPADO,2,42,6,10,7,2,2,1,2
DESOCUPADO,1,40,6,10,7,2,2,1,2
OCUPADO,1,28,6,10,7,2,2,1,2
OCUPADO,2,29,6,10,7,2,2,1,2
OCUPADO,1,32,11,10,7,2,2,1,2
DESOCUPADO,2,32,6,10,7,2,2,1,2
DESOCUPADO,1,56,6,10,7,2,2,1,2
DESOCUPADO,2,63,9,1,1,2,2,1,2
DESOCUPADO,1,28,6,10,7,2,2,1,2
DESOCUPADO,1,25,6,10,7,2,2,1,2
DESOCUPADO,2,74,10,10,7,2,2,1,2
DESOCUPADO,2,51,6,10,7,2,2,1,2
OCUPADO,1,31,9,10,7,2,2,1,2
DESOCUPADO,1,75,6,10,7,2,2,1,2
DESOCUPADO,1,55,6,10,7,2,2,1,2
OCUPADO,2,56,9,10,7,2,2,1,2
DESOCUPADO,1,29,6,10,7,2,2,1,2
DESOCUPADO,2,18,6,10,7,2,2,1,2
OCUPADO,1,57,6,10,1,2,2,1,2
DESOCUPADO,2,36,6,1,1,2,2,1,2
DESOCUPADO,1,18,6,10,7,2,2,1,2
DESOCUPADO,1,49,6,10,7,2,2,1,2
DESOCUPADO,2,48,10,10,7,2,2,1,2
OCUPADO,1,57,6,10,7,2,2,1,2
OCUPADO,2,68,6,10,7,2,2,1,2
DESOCUPADO,1,87,10,10,7,2,2,1,2
DESOCUPADO,2,84,6,10,7,2,1,2,1
DESOCUPADO,2,60,6,10,7,2,2,1,2
DESOCUPADO,2,54,6,10,7,2,2,1,2
OCUPADO,1,30,6,10,7,2,2,1,2
DESOCUPADO,2,24,6,10,7,2,2,1,2
OCUPADO,1,77,4,10,7,2,2,1,2
DESOCUPADO,2,73,4,10,7,2,2,1,2
OCUPADO,1,41,6,10,7,2,2,1,2
OCUPADO,2,54,5,10,7,2,2,1,2
DESOCUPADO,1,48,6,10,7,2,2,1,2
OCUPADO,2,43,6,10,7,2,2,1,2
DESOCUPADO,1,20,6,10,7,2,2,1,2
OCUPADO,2,16,5,10,7,2,2,2,2
DESOCUPADO,1,51,6,10,7,2,2,1,2
DESOCUPADO,2,84,6,10,7,2,2,1,1
OCUPADO,1,65,6,10,7,2,2,1,2
DESOCUPADO,2,52,6,10,7,2,2,1,2
DESOCUPADO,1,18,6,10,7,2,2,1,2
DESOCUPADO,2,75,4,10,9,2,2,1,2
DESOCUPADO,1,22,6,10,7,2,2,1,2
OCUPADO,2,23,8,10,7,2,2,1,2
DESOCUPADO,2,35,3,10,7,2,2,1,2
DESOCUPADO,1,42,6,10,7,2,2,1,2
DESOCUPADO,2,19,5,10,6,2,2,1,2
DESOCUPADO,1,15,5,10,9,2,2,1,2
DESOCUPADO,2,56,11,10,7,2,2,1,2
DESOCUPADO,1,70,6,10,7,2,2,1,2
DESOCUPADO,2,29,6,10,7,2,2,1,2
DESOCUPADO,2,59,6,10,8,2,2,2,2
DESOCUPADO,1,54,6,10,7,2,2,2,2
DESOCUPADO,2,33,6,10,7,2,2,1,2
DESOCUPADO,2,61,5,10,7,2,2,1,2
DESOCUPADO,1,21,6,10,7,2,2,1,2
DESOCUPADO,2,83,6,10,7,2,2,1,2
DESOCUPADO,1,57,6,10,7,2,2,1,2
