condicion_ocupacion,sexo,edad,nivel_educativo_cod,Lengua,Etnia,Concentracion,Socializar,Experiencia,Movilidad
DESOCUPADO,2,67,4,10,7,2,2,1,2
DESOCUPADO,2,16,5,10,7,2,2,2,2
DESOCUPADO,2,57,5,10,7,2,2,1,2
DESOCUPADO,1,14,5,10,7,2,2,2,2
DESOCUPADO,2,22,5,10,8,2,2,1,2
DESOCUPADO,1,72,9,10,7,2,2,1,2
DESOCUPADO,2,66,9,10,7,2,2,1,2
DESOCUPADO,2,13,5,10,7,2,2,2,2
DESOCUPADO,1,83,3,10,8,2,2,1,2
DESOCUPADO,2,79,4,10,5,2,2,1,2
OCUPADO,1,28,11,10,7,2,2,1,2
OCUPADO,2,28,6,10,7,2,2,1,2
OCUPADO,1,34,6,10,7,2,2,1,2
OCUPADO,2,53,6,10,9,2,2,1,2
OCUPADO,1,61,6,10,5,2,2,1,2
OCUPADO,1,17,6,10,7,2,2,2,2
DESOCUPADO,1,14,5,10,5,2,2,1,2
DESOCUPADO,2,41,6,10,7,2,2,1,2
DESOCUPADO,2,19,6,10,7,2,2,1,2
DESOCUPADO,1,56,6,10,7,2,2,1,2
DESOCUPADO,2,56,6,10,7,2,2,1,2
DESOCUPADO,1,28,6,10,7,2,2,1,2
DESOCUPADO,2,25,6,10,7,2,2,1,2
OCUPADO,2,30,9,10,7,2,2,1,2
OCUPADO,2,57,4,1,1,2,2,1,2
OCUPADO,2,31,6,10,7,2,2,1,2
OCUPADO,1,28,6,10,1,2,2,1,2
OCUPADO,1,61,5,10,7,2,2,1,2
OCUPADO,1,24,10,10,8,2,2,1,2
OCUPADO,1,61,5,1,8,2,2,1,2
OCUPADO,1,47,6,10,7,2,2,1,2
OCUPADO,2,53,4,1,7,2,2,1,2
OCUPADO,2,72,5,10,8,2,2,1,2
DESOCUPADO,2,40,6,10,7,2,2,1,2
DESOCUPADO,2,13,5,10,7,2,2,2,2
OCUPADO,1,34,9,10,7,2,2,1,2
OCUPADO,1,38,6,10,7,2,2,1,2
OCUPADO,2,39,6,10,8,2,2,1,2
OCUPADO,2,36,8,10,7,2,2,1,2
OCUPADO,1,69,6,10,7,2,2,1,2
OCUPADO,1,40,8,10,7,2,2,1,2
OCUPADO,2,64,9,10,7,2,2,1,2
DESOCUPADO,1,19,6,10,7,2,2,1,2
DESOCUPADO,2,73,3,10,7,2,2,1,2
DESOCUPADO,1,28,6,10,7,2,2,1,2
OCUPADO,1,26,11,10,6,2,2,1,2
OCUPADO,2,31,5,10,6,2,2,1,2
DESOCUPADO,2,63,6,10,7,2,2,1,2
DESOCUPADO,1,30,6,10,7,2,2,1,2
OCUPADO,2,52,6,10,6,2,2,1,2
OCUPADO,1,27,9,10,7,2,2,1,2
OCUPADO,1,24,8,10,7,2,2,1,2
OCUPADO,1,82,3,10,1,2,2,1,2
OCUPADO,2,26,9,10,7,2,2,1,2
OCUPADO,1,29,6,10,7,2,2,1,2
DESOCUPADO,2,72,6,10,7,2,2,1,2
DESOCUPADO,1,39,6,10,7,2,2,1,2
DESOCUPADO,2,50,6,10,7,2,2,1,2
DESOCUPADO,2,18,6,10,7,2,2,1,2
DESOCUPADO,2,49,6,10,7,2,2,1,2
DESOCUPADO,1,22,6,10,7,2,2,1,2
OCUPADO,2,49,6,10,3,2,2,1,2
OCUPADO,2,30,11,10,7,2,2,1,2
OCUPADO,1,57,6,10,7,2,2,1,2
OCUPADO,2,29,11,10,7,2,2,1,2
OCUPADO,1,27,11,10,7,2,2,1,2
OCUPADO,1,23,10,10,7,2,2,1,2
OCUPADO,2,53,8,10,6,2,2,1,2
OCUPADO,1,52,6,10,7,2,2,2,2
DESOCUPADO,2,18,6,10,7,2,2,1,2
DESOCUPADO,1,82,6,10,7,2,2,1,2
DESOCUPADO,2,20,10,10,7,2,2,1,2
DESOCUPADO,1,14,5,10,7,2,2,1,2
OCUPADO,1,46,6,10,7,2,2,1,2
OCUPADO,1,63,9,10,7,2,2,2,2
OCUPADO,1,57,6,10,7,2,2,1,2
OCUPADO,2,52,9,10,7,2,2,1,2
OCUPADO,2,36,10,10,7,2,2,1,2
DESOCUPADO,2,29,6,10,7,2,2,1,2
DESOCUPADO,1,17,6,10,7,2,2,1,2
OCUPADO,1,50,6,10,7,2,2,1,2
DESOCUPADO,2,39,6,10,7,2,2,1,2
DESOCUPADO,1,16,5,10,7,2,2,1,2
DESOCUPADO,2,65,6,10,7,2,2,1,2
OCUPADO,1,62,11,10,7,2,2,1,2
OCUPADO,2,53,11,10,7,2,2,1,2
OCUPADO,1,24,10,10,7,2,2,1,2
OCUPADO,1,61,6,10,7,2,2,1,2
OCUPADO,1,25,8,10,8,2,2,1,2
OCUPADO,2,45,10,10,7,2,2,1,2
DESOCUPADO,2,67,3,1,1,2,2,1,2
DESOCUPADO,1,77,6,1,7,2,2,1,2
DESOCUPADO,2,81,3,10,8,2,2,1,2
DESOCUPADO,1,14,5,10,7,2,2,2,2
DESOCUPADO,2,58,9,1,7,2,2,1,2
DESOCUPADO,2,19,10,10,7,2,2,1,2
OCUPADO,2,43,11,10,7,2,2,1,2
OCUPADO,2,31,9,10,7,2,2,1,2
OCUPADO,1,55,11,10,7,2,2,1,2
OCUPADO,1,56,9,10,7,2,2,1,2
OCUPADO,1,46,8,10,7,2,2,1,2
OCUPADO,2,26,10,10,7,2,2,1,2
OCUPADO,2,24,11,10,7,2,2,1,2
OCUPADO,2,66,4,1,7,2,2,1,2
OCUPADO,2,48,6,10,7,2,2,1,2
DESOCUPADO,1,69,6,1,7,2,2,1,2
DESOCUPADO,1,18,6,10,7,2,2,2,2
DESOCUPADO,2,14,5,10,7,2,2,2,2
OCUPADO,1,54,6,10,5,2,2,1,2
OCUPADO,2,28,9,10,7,2,2,1,2
OCUPADO,2,46,6,10,7,2,2,1,2
DESOCUPADO,1,85,9,10,7,2,2,1,2
DESOCUPADO,2,74,6,10,7,2,2,1,2
DESOCUPADO,1,91,4,10,9,2,2,1,2
DESOCUPADO,2,52,6,10,7,2,2,1,2
DESOCUPADO,2,20,10,10,9,2,2,1,2
OCUPADO,1,57,6,1,1,2,2,1,2
OCUPADO,1,47,6,10,7,2,2,1,2
OCUPADO,2,49,6,10,9,2,2,1,2
OCUPADO,1,19,10,10,7,2,2,1,2
OCUPADO,2,26,6,1,9,2,2,1,2
DESOCUPADO,2,42,8,10,7,2,2,1,2
DESOCUPADO,1,15,5,10,9,2,2,1,2
DESOCUPADO,2,16,5,10,9,2,2,1,2
DESOCUPADO,1,88,6,10,7,2,2,1,2
DESOCUPADO,2,50,6,10,8,2,2,1,2
OCUPADO,1,45,5,10,1,2,2,1,2
OCUPADO,1,43,6,10,6,2,2,1,2
OCUPADO,1,19,6,10,7,2,2,1,2
OCUPADO,2,21,6,10,7,2,2,1,2
OCUPADO,1,24,6,10,7,2,2,1,2
OCUPADO,2,50,6,10,7,2,2,1,2
OCUPADO,1,64,2,10,7,2,2,1,2
OCUPADO,2,42,6,10,1,2,2,1,2
OCUPADO,2,45,8,10,7,2,2,1,2
DESOCUPADO,2,15,5,10,7,2,2,1,2
DESOCUPADO,2,14,5,10,7,2,2,2,2
DESOCUPADO,2,16,5,10,7,2,2,1,2
DESOCUPADO,2,59,4,10,9,2,2,1,2
OCUPADO,2,20,6,10,5,2,2,1,2
DESOCUPADO,2,40,6,10,7,2,2,1,2
DESOCUPADO,1,17,6,10,7,2,2,2,2
DESOCUPADO,2,52,5,10,7,2,2,1,2
DESOCUPADO,2,15,5,10,7,2,2,1,2
DESOCUPADO,2,14,5,10,7,2,2,1,2
DESOCUPADO,1,20,6,10,6,2,2,1,2
DESOCUPADO,1,79,5,1,1,2,2,1,2
DESOCUPADO,1,40,6,10,7,2,2,1,2
DESOCUPADO,1,38,6,10,7,2,2,1,2
OCUPADO,1,26,11,10,7,2,2,1,2
OCUPADO,1,49,8,10,5,2,2,1,2
OCUPADO,1,29,4,10,5,2,2,1,2
OCUPADO,1,23,5,10,7,2,2,1,2
OCUPADO,1,46,6,10,5,2,2,1,2
OCUPADO,1,53,5,10,8,2,2,1,2
DESOCUPADO,2,50,6,10,7,2,2,1,2
DESOCUPADO,2,52,9,10,7,2,2,1,2
DESOCUPADO,1,21,5,10,8,2,2,1,2
DESOCUPADO,1,79,3,10,7,2,2,1,2
DESOCUPADO,2,82,4,10,1,2,2,1,2
DESOCUPADO,1,48,6,10,7,2,2,1,2
OCUPADO,2,63,12,10,7,2,2,1,2
OCUPADO,1,28,11,10,1,2,2,1,2
OCUPADO,2,69,5,10,1,2,2,1,2
OCUPADO,2,23,9,10,7,2,2,1,2
OCUPADO,1,55,9,10,7,2,2,1,2
OCUPADO,2,56,9,10,7,2,2,1,2
DESOCUPADO,1,71,5,10,7,2,2,1,2
DESOCUPADO,2,65,6,10,7,2,2,1,2
DESOCUPADO,1,64,6,10,7,2,2,1,2
DESOCUPADO,1,62,6,10,7,2,2,1,2
DESOCUPADO,2,23,6,10,7,2,2,1,2
DESOCUPADO,1,20,6,10,7,2,2,1,2
OCUPADO,1,50,11,10,7,2,2,1,2
OCUPADO,2,33,11,1,9,2,2,1,2
OCUPADO,1,55,6,1,1,2,2,1,2
DESOCUPADO,2,34,11,10,5,2,2,1,2
DESOCUPADO,2,15,5,10,7,2,2,2,2
DESOCUPADO,1,33,6,10,7,2,2,1,2
DESOCUPADO,2,45,6,10,7,2,2,1,2
DESOCUPADO,1,28,6,10,7,2,2,1,2
OCUPADO,1,42,8,10,7,2,2,1,2
OCUPADO,1,39,9,10,1,2,2,1,2
OCUPADO,2,29,8,10,7,2,2,1,2
DESOCUPADO,2,75,4,1,1,2,2,1,2
DESOCUPADO,2,59,5,1,1,2,2,1,2
DESOCUPADO,2,39,6,10,8,2,2,1,2
DESOCUPADO,2,21,10,10,1,2,2,1,2
DESOCUPADO,2,15,5,10,7,2,2,1,2
DESOCUPADO,2,36,6,10,7,2,2,1,2
DESOCUPADO,2,19,10,10,7,2,2,1,2
OCUPADO,2,32,11,10,7,2,2,1,2
OCUPADO,1,36,11,10,7,2,2,1,2
OCUPADO,1,34,5,10,7,2,2,1,2
OCUPADO,2,38,6,10,7,2,2,1,2
OCUPADO,1,46,4,10,7,2,2,1,2
OCUPADO,2,46,6,10,1,2,2,1,2
DESOCUPADO,2,13,5,10,7,2,2,2,2
DESOCUPADO,2,80,1,1,1,2,2,1,2
DESOCUPADO,1,20,10,10,7,2,2,1,2
DESOCUPADO,1,18,10,10,7,2,2,1,2
OCUPADO,1,49,6,10,7,2,2,1,2
OCUPADO,2,45,9,10,7,2,2,1,2
OCUPADO,1,36,6,10,9,2,2,1,2
OCUPADO,1,68,6,10,7,2,2,1,2
OCUPADO,1,43,9,10,7,2,2,1,2
OCUPADO,1,34,6,10,7,2,2,1,2
OCUPADO,2,37,9,10,7,2,2,1,2
OCUPADO,2,19,10,10,7,2,2,1,2
OCUPADO,1,17,6,10,5,2,2,2,2
OCUPADO,2,29,6,10,7,2,2,1,2
DESOCUPADO,1,19,6,10,7,2,2,2,2
OCUPADO,2,54,4,1,1,2,2,1,2
OCUPADO,2,43,11,10,7,2,2,1,2
OCUPADO,2,33,11,10,7,2,2,1,2
OCUPADO,1,40,6,10,7,2,2,1,2
OCUPADO,2,25,9,10,7,2,2,1,2
OCUPADO,2,25,8,10,5,2,2,1,2
DESOCUPADO,2,13,5,10,7,2,2,2,2
OCUPADO,2,54,6,10,7,2,2,1,2
DESOCUPADO,1,74,6,1,7,2,2,1,2
DESOCUPADO,2,75,3,1,1,2,2,1,2
DESOCUPADO,1,56,8,10,7,2,2,1,2
DESOCUPADO,1,34,6,10,7,2,2,1,2
OCUPADO,1,63,9,10,7,2,2,1,2
OCUPADO,2,48,5,1,1,2,2,1,2
OCUPADO,1,18,6,10,6,2,2,1,2
OCUPADO,1,28,10,10,7,2,2,1,2
OCUPADO,2,57,8,10,7,2,2,1,2
OCUPADO,1,58,5,1,1,2,2,1,2
OCUPADO,1,29,6,10,7,2,2,1,2
OCUPADO,1,16,5,10,6,2,2,1,2
OCUPADO,2,26,6,10,7,2,2,1,2
DESOCUPADO,2,29,6,10,7,2,2,1,2
OCUPADO,2,37,10,10,7,2,2,1,2
OCUPADO,1,30,11,10,7,2,2,1,2
OCUPADO,2,29,10,10,7,2,2,1,2
OCUPADO,1,40,9,10,7,2,2,1,2
OCUPADO,1,46,6,10,7,2,2,1,2
DESOCUPADO,2,20,6,10,5,2,2,1,2
OCUPADO,2,60,6,10,7,2,2,1,2
DESOCUPADO,1,16,5,10,6,2,2,2,2
DESOCUPADO,1,60,9,10,6,2,2,1,2
OCUPADO,2,30,6,10,7,2,2,1,2
OCUPADO,2,65,11,10,7,2,2,1,2
OCUPADO,1,31,11,10,7,2,2,1,2
DESOCUPADO,1,66,11,10,7,2,2,1,2
DESOCUPADO,2,66,11,10,7,2,2,1,2
OCUPADO,1,40,9,10,7,2,2,1,2
DESOCUPADO,1,34,6,10,7,2,2,1,2
DESOCUPADO,2,32,6,10,7,2,2,1,2
DESOCUPADO,1,65,6,10,7,2,2,1,2
OCUPADO,2,38,9,10,7,2,2,1,2
OCUPADO,2,63,9,10,9,2,2,1,2
OCUPADO,1,40,6,10,7,2,2,1,2
OCUPADO,1,65,6,10,7,2,2,1,2
OCUPADO,2,62,6,10,9,2,2,1,2
OCUPADO,1,25,11,10,7,2,2,2,2
OCUPADO,1,62,6,10,9,2,2,1,2
DESOCUPADO,1,28,10,10,7,2,2,1,2
DESOCUPADO,1,23,8,10,7,2,1,1,2
DESOCUPADO,2,83,6,10,7,2,2,1,2
DESOCUPADO,1,61,11,10,7,2,2,1,2
DESOCUPADO,2,69,4,10,9,2,2,1,2
DESOCUPADO,1,97,1,10,9,1,2,1,1
DESOCUPADO,2,92,1,10,9,1,1,1,1
DESOCUPADO,2,29,6,10,7,2,2,1,2
DESOCUPADO,2,22,6,10,7,2,2,1,2
DESOCUPADO,2,87,4,10,5,1,2,1,2
OCUPADO,1,38,11,10,7,2,2,2,2
OCUPADO,1,57,6,10,7,2,2,1,2
OCUPADO,2,29,11,10,7,2,2,1,2
OCUPADO,2,23,10,10,7,2,2,2,2
OCUPADO,1,59,6,10,7,2,2,1,2
OCUPADO,1,18,6,10,7,2,2,2,2
DESOCUPADO,2,40,6,10,6,2,2,1,2
DESOCUPADO,2,60,6,10,1,2,2,1,2
DESOCUPADO,2,29,11,10,1,2,2,1,2
DESOCUPADO,1,62,9,10,8,2,2,1,2
DESOCUPADO,2,66,6,10,7,2,2,1,2
DESOCUPADO,1,39,6,10,7,2,2,1,2
DESOCUPADO,2,37,6,10,7,2,2,1,2
OCUPADO,1,57,9,10,7,2,2,1,2
OCUPADO,1,22,6,10,7,2,2,1,2
OCUPADO,1,55,6,10,7,2,2,1,2
OCUPADO,1,29,6,10,6,2,2,1,2
OCUPADO,1,29,11,10,7,2,2,1,2
OCUPADO,2,33,9,10,7,2,2,1,2
OCUPADO,1,70,8,10,7,2,2,1,2
OCUPADO,1,64,6,10,7,2,2,1,2
OCUPADO,1,27,10,10,7,2,2,1,2
DESOCUPADO,2,72,11,1,7,2,2,1,2
DESOCUPADO,2,50,6,10,7,2,2,1,2
DESOCUPADO,2,63,6,10,7,2,2,1,2
DESOCUPADO,2,30,6,10,7,2,2,1,2
DESOCUPADO,1,33,6,10,7,2,2,1,2
DESOCUPADO,2,13,5,10,7,2,2,2,2
OCUPADO,1,56,5,10,7,2,2,1,2
OCUPADO,1,37,6,10,9,2,2,1,2
DESOCUPADO,1,54,3,10,7,2,2,1,2
OCUPADO,1,55,11,10,7,2,2,1,2
OCUPADO,1,28,11,10,7,2,2,1,2
OCUPADO,2,30,10,10,7,2,2,1,2
OCUPADO,2,50,11,10,5,2,2,1,2
OCUPADO,2,41,6,10,7,2,2,1,2
DESOCUPADO,2,19,6,10,8,2,2,1,2
DESOCUPADO,1,23,10,10,8,2,2,1,2
DESOCUPADO,1,23,8,10,7,2,2,1,2
OCUPADO,2,37,12,10,7,2,2,1,2
OCUPADO,1,35,11,10,7,2,2,1,2
OCUPADO,2,39,11,10,7,2,2,1,2
OCUPADO,1,42,12,10,7,2,2,1,2
OCUPADO,1,56,11,10,7,2,2,1,2
OCUPADO,2,30,11,10,7,2,2,1,2
OCUPADO,2,54,9,10,7,2,2,1,2
OCUPADO,2,57,9,10,7,2,2,1,2
OCUPADO,1,22,9,10,7,2,2,1,2
OCUPADO,2,22,11,10,5,2,2,2,2
DESOCUPADO,2,20,10,10,7,2,2,1,2
DESOCUPADO,1,77,8,10,8,2,2,1,2
OCUPADO,1,53,9,10,7,2,2,1,2
OCUPADO,1,78,9,10,7,2,2,1,2
OCUPADO,1,40,6,10,6,2,2,1,2
OCUPADO,2,38,6,10,5,2,2,1,2
DESOCUPADO,2,42,6,10,7,2,2,1,2
OCUPADO,1,60,10,10,7,2,2,1,2
OCUPADO,1,28,9,10,7,2,2,1,2
OCUPADO,2,41,6,10,7,2,2,1,2
OCUPADO,2,53,6,10,7,2,2,1,2
OCUPADO,1,59,6,10,7,2,2,1,2
OCUPADO,2,62,5,10,7,2,2,1,2
DESOCUPADO,2,55,6,10,7,2,2,1,2
DESOCUPADO,2,24,9,10,7,2,2,1,2
DESOCUPADO,2,21,10,10,7,2,2,1,2
DESOCUPADO,1,15,5,10,9,2,2,1,2
DESOCUPADO,2,77,6,10,7,2,2,1,2
DESOCUPADO,1,77,11,10,7,2,2,1,2
DESOCUPADO,2,76,6,10,7,2,2,1,1
DESOCUPADO,1,43,6,10,7,2,2,1,2
DESOCUPADO,2,40,6,10,7,2,2,1,2
OCUPADO,1,32,11,10,9,2,2,1,2
OCUPADO,1,25,9,10,7,2,2,1,2
OCUPADO,1,45,10,10,7,2,2,1,2
OCUPADO,2,44,6,10,7,2,2,1,2
OCUPADO,2,50,6,10,5,2,2,1,2
OCUPADO,1,47,6,10,7,2,2,1,2
OCUPADO,1,66,5,2,2,2,2,1,2
DESOCUPADO,2,67,4,2,2,2,2,1,2
DESOCUPADO,2,27,5,10,7,2,2,1,2
DESOCUPADO,2,17,5,10,7,2,2,1,2
DESOCUPADO,2,71,11,10,7,2,2,1,2
OCUPADO,2,47,11,10,7,2,2,1,2
OCUPADO,2,62,11,10,7,2,2,1,2
OCUPADO,1,58,6,10,7,2,2,1,2
OCUPADO,2,42,8,10,7,2,2,1,2
DESOCUPADO,2,82,3,10,7,2,2,1,2
DESOCUPADO,1,22,6,10,7,2,2,2,2
DESOCUPADO,2,90,1,1,1,2,2,1,2
DESOCUPADO,1,85,9,10,6,2,2,1,2
DESOCUPADO,2,82,4,10,6,2,2,2,2
DESOCUPADO,2,60,11,10,6,2,2,1,2
DESOCUPADO,1,22,10,10,7,2,2,1,2
OCUPADO,1,55,11,10,7,2,2,1,2
OCUPADO,1,30,10,10,7,2,2,1,2
OCUPADO,1,27,11,10,7,2,2,1,2
OCUPADO,2,66,6,10,5,2,2,1,2
OCUPADO,1,55,6,10,7,2,2,1,2
OCUPADO,2,31,8,10,5,2,2,1,2
DESOCUPADO,2,86,6,10,7,2,2,1,2
DESOCUPADO,2,23,6,10,7,2,2,1,2
OCUPADO,2,57,9,10,7,2,2,1,2
OCUPADO,2,36,6,10,7,2,2,1,2
OCUPADO,1,39,6,10,7,2,2,1,2
OCUPADO,1,31,6,10,7,2,2,1,2
DESOCUPADO,1,14,5,10,7,2,2,2,2
DESOCUPADO,2,89,3,10,7,1,2,1,2
OCUPADO,1,46,9,10,7,2,2,1,2
OCUPADO,1,67,10,10,7,2,2,1,2
DESOCUPADO,2,68,5,10,7,2,2,1,2
DESOCUPADO,2,50,6,10,7,2,2,1,2
DESOCUPADO,1,24,6,10,7,2,2,1,2
DESOCUPADO,2,27,6,10,7,2,2,1,2
DESOCUPADO,1,66,9,10,9,2,2,1,2
DESOCUPADO,2,60,6,10,7,2,2,1,2
DESOCUPADO,1,27,6,10,7,2,2,1,2
DESOCUPADO,1,26,6,10,7,2,2,1,2
OCUPADO,1,59,6,10,7,2,2,2,2
OCUPADO,2,77,11,10,7,2,2,1,2
DESOCUPADO,2,67,4,10,7,2,2,1,2
DESOCUPADO,1,73,9,10,7,2,2,1,2
DESOCUPADO,2,70,6,10,7,2,2,1,2
OCUPADO,2,46,12,10,5,2,2,1,2
OCUPADO,1,32,6,10,7,2,2,2,2
OCUPADO,1,55,6,10,5,2,2,1,2
OCUPADO,2,63,6,10,5,2,2,1,2
OCUPADO,2,20,6,10,5,2,2,1,2
DESOCUPADO,2,70,11,10,7,2,2,1,2
DESOCUPADO,1,38,6,10,5,2,2,1,2
DESOCUPADO,1,32,10,10,7,2,2,1,2
DESOCUPADO,2,53,6,10,7,2,2,1,2
DESOCUPADO,1,22,6,10,7,2,2,1,2
OCUPADO,2,21,10,10,7,2,2,1,2
OCUPADO,2,40,9,10,7,2,2,1,2
OCUPADO,2,23,6,10,5,2,2,2,2
OCUPADO,1,69,6,10,7,2,2,1,2
DESOCUPADO,1,72,10,10,7,2,2,1,2
DESOCUPADO,1,48,6,10,7,2,2,1,2
DESOCUPADO,2,45,6,10,7,2,2,1,2
OCUPADO,1,47,9,10,5,2,2,1,2
OCUPADO,1,57,5,10,5,2,2,1,2
OCUPADO,2,30,9,10,5,2,2,1,2
DESOCUPADO,1,21,8,10,6,2,2,1,2
OCUPADO,2,45,6,10,1,2,2,1,2
DESOCUPADO,1,16,5,10,7,2,2,2,2
OCUPADO,1,57,9,10,7,2,2,1,2
OCUPADO,1,42,9,10,7,2,2,1,2
OCUPADO,2,50,6,10,7,2,2,1,2
DESOCUPADO,1,23,10,10,7,2,2,1,2
DESOCUPADO,2,67,6,10,7,2,2,1,2
DESOCUPADO,2,43,6,10,7,2,2,1,2
DESOCUPADO,2,47,6,10,7,2,2,1,2
DESOCUPADO,2,13,5,10,7,2,2,2,2
OCUPADO,1,48,8,10,7,2,2,1,2
OCUPADO,2,60,3,10,7,2,2,1,2
OCUPADO,2,68,11,10,6,2,2,1,2
OCUPADO,2,33,10,10,7,2,2,1,2
OCUPADO,1,61,6,10,7,2,2,1,2
OCUPADO,1,65,8,10,7,2,2,1,2
OCUPADO,2,30,5,10,7,2,2,1,2
OCUPADO,1,61,9,10,7,2,2,1,2
OCUPADO,1,41,6,10,7,2,2,1,2
DESOCUPADO,2,19,8,10,7,2,2,1,2
DESOCUPADO,2,64,10,10,7,2,2,1,2
DESOCUPADO,2,89,4,10,7,2,2,1,2
OCUPADO,1,56,9,10,7,2,2,1,2
OCUPADO,1,58,6,10,9,2,2,1,2
OCUPADO,1,65,6,10,7,2,2,1,2
DESOCUPADO,2,65,9,10,1,2,2,1,2
DESOCUPADO,2,53,9,10,7,2,2,1,2
DESOCUPADO,1,47,5,10,7,2,1,1,2
DESOCUPADO,2,85,1,1,9,1,1,1,1
DESOCUPADO,2,81,3,10,9,2,2,1,2
OCUPADO,1,38,6,10,7,2,2,1,2
OCUPADO,1,51,5,10,7,2,2,1,2
OCUPADO,2,43,9,1,1,2,2,1,2
OCUPADO,2,37,11,10,7,2,2,1,2
OCUPADO,1,19,10,10,1,2,2,1,2
OCUPADO,2,48,10,10,7,2,2,1,2
DESOCUPADO,1,59,10,10,7,2,2,1,2
OCUPADO,2,59,6,10,7,2,2,1,2
DESOCUPADO,2,87,1,1,1,2,2,1,2
OCUPADO,1,43,6,1,7,2,2,1,2
OCUPADO,2,44,9,10,7,2,2,1,2
OCUPADO,1,56,9,10,7,2,2,1,2
OCUPADO,1,35,10,10,7,2,2,1,2
OCUPADO,2,47,9,10,7,2,2,1,2
DESOCUPADO,2,76,5,10,7,2,2,1,2
DESOCUPADO,1,16,5,10,7,2,2,1,2
DESOCUPADO,2,23,10,10,7,2,2,1,2
DESOCUPADO,1,21,10,10,7,2,2,1,2
DESOCUPADO,1,17,6,10,7,2,2,2,2
DESOCUPADO,2,14,5,10,7,2,2,2,2
OCUPADO,1,36,5,10,7,2,2,1,2
OCUPADO,2,30,8,10,5,2,2,1,2
OCUPADO,2,39,5,10,1,2,2,1,2
OCUPADO,1,26,8,10,7,2,2,1,2
OCUPADO,1,55,6,10,7,2,2,1,2
OCUPADO,2,33,5,10,6,2,2,1,2
OCUPADO,2,65,3,10,7,2,2,1,2
DESOCUPADO,2,15,5,10,6,2,2,2,2
DESOCUPADO,2,53,6,10,5,2,2,1,2
OCUPADO,1,57,9,10,7,2,2,1,2
OCUPADO,1,29,9,10,7,2,2,1,2
OCUPADO,2,30,10,10,7,2,2,1,2
OCUPADO,2,49,6,10,7,2,2,1,2
OCUPADO,2,57,10,10,7,2,2,1,2
OCUPADO,1,24,9,10,7,2,2,1,2
DESOCUPADO,1,14,5,10,9,2,2,1,2
DESOCUPADO,2,62,4,1,1,2,2,1,2
DESOCUPADO,1,61,5,1,7,2,2,1,2
DESOCUPADO,1,35,6,10,7,2,2,1,2
DESOCUPADO,2,41,6,10,7,2,2,1,2
DESOCUPADO,2,16,5,10,7,2,2,2,2
DESOCUPADO,2,39,6,10,7,2,2,1,2
DESOCUPADO,1,40,6,10,7,2,2,1,2
DESOCUPADO,1,16,5,10,7,2,2,2,2
OCUPADO,2,65,5,1,7,2,2,1,2
OCUPADO,1,70,3,1,7,2,2,1,2
DESOCUPADO,2,43,9,10,9,2,2,1,2
OCUPADO,1,59,6,10,7,2,2,1,2
DESOCUPADO,1,22,6,10,7,2,2,1,2
OCUPADO,2,33,11,10,7,2,2,1,2
OCUPADO,1,43,5,1,7,2,2,1,2
OCUPADO,2,60,3,1,7,2,2,1,2
OCUPADO,2,40,3,1,7,2,2,1,2
DESOCUPADO,1,16,5,10,7,2,2,1,2
DESOCUPADO,2,28,6,10,7,2,2,1,2
OCUPADO,1,52,6,1,1,2,2,1,2
OCUPADO,1,22,6,10,8,2,2,1,2
OCUPADO,2,21,10,10,9,2,2,1,2
OCUPADO,1,45,5,10,9,2,2,1,2
OCUPADO,2,43,5,10,7,2,2,1,2
OCUPADO,2,53,4,1,7,2,2,1,2
OCUPADO,2,19,6,10,6,2,2,1,2
OCUPADO,2,38,3,10,5,2,2,1,2
DESOCUPADO,1,17,5,10,7,2,2,1,2
DESOCUPADO,1,16,5,10,9,2,2,1,2
DESOCUPADO,2,39,6,10,7,2,2,1,2
DESOCUPADO,1,41,6,10,7,2,2,1,2
DESOCUPADO,1,15,5,10,7,2,2,1,2
DESOCUPADO,1,47,6,10,7,2,2,1,2
DESOCUPADO,1,23,6,10,7,2,2,1,2
DESOCUPADO,1,19,6,10,7,2,2,1,2
DESOCUPADO,1,15,5,10,9,2,2,1,2
OCUPADO,1,61,12,10,7,2,2,1,2
DESOCUPADO,1,69,9,10,6,2,2,1,2
DESOCUPADO,2,55,6,10,6,2,2,1,2
DESOCUPADO,2,95,9,10,6,1,2,1,2
DESOCUPADO,2,63,9,10,7,2,2,1,2
OCUPADO,1,39,6,10,7,2,2,1,2
OCUPADO,1,32,6,10,7,2,2,1,2
OCUPADO,2,40,8,10,7,2,2,1,2
OCUPADO,1,36,11,10,1,2,2,1,2
OCUPADO,2,20,6,10,7,2,2,1,2
OCUPADO,2,59,6,10,7,2,2,1,2
DESOCUPADO,2,41,11,1,1,2,2,1,2
DESOCUPADO,1,75,3,1,1,2,2,1,2
DESOCUPADO,1,44,3,10,7,1,1,2,1
DESOCUPADO,1,17,6,10,7,2,2,1,2
DESOCUPADO,1,14,5,10,5,2,2,1,2
DESOCUPADO,2,33,6,10,7,2,2,1,2
OCUPADO,1,40,6,10,5,2,2,1,2
OCUPADO,1,59,6,10,7,2,2,1,2
OCUPADO,2,60,5,10,7,2,2,1,2
OCUPADO,1,57,5,10,8,2,2,1,2
OCUPADO,2,35,6,10,7,2,2,1,2
OCUPADO,2,85,3,1,1,2,2,1,2
